"Amount.Requested","Amount.Funded.By.Investors","Interest.Rate","Loan.Length","Loan.Purpose","Debt.To.Income.Ratio","State","Home.Ownership","Monthly.Income","FICO.Range","Open.CREDIT.Lines","Revolving.CREDIT.Balance","Inquiries.in.the.Last.6.Months","Employment.Length"
2400,2400,0.1037,"36 months","wedding",0.0954,"minnesota","MORTGAGE",3166.67,"675-679",6,2174,0,"1 year"
4500,4500,0.1171,"36 months","debt_consolidation",0.1587,"california","MORTGAGE",3333.33,"675-679",15,11963,0,"6 years"
12000,12000,0.1212,"36 months","debt_consolidation",0.1941,"texas","MORTGAGE",8750,"710-714",10,32028,1,"4 years"
10000,8175.26,0.0863,"36 months","debt_consolidation",0.0591,"georgia","MORTGAGE",7500,"730-734",16,18343,0,"7 years"
11575,11575,0.079,"36 months","debt_consolidation",0.1747,"texas","MORTGAGE",2833.33,"730-734",8,5654,0,"10+ years"
20000,20000,0.0662,"36 months","credit_card",0.2161,"district of columbia","MORTGAGE",8161.33,"720-724",14,27904,1,"8 years"
2800,2800,0.1,"36 months","debt_consolidation",0.2032,"california","RENT",3250,"700-704",4,8717,0,"5 years"
6000,6000,0.1409,"36 months","credit_card",0.0993,"california","RENT",4250,"680-684",6,5815,1,"3 years"
20000,14750,0.0691,"36 months","debt_consolidation",0.1516,"colorado","RENT",9208,"735-739",10,20965,0,"3 years"
22000,22000,0.1399,"60 months","debt_consolidation",0.1828,"michigan","MORTGAGE",6083.33,"720-724",9,20181,0,"8 years"
10000,10000,0.1311,"36 months","debt_consolidation",0.2034,"michigan","RENT",5416.67,"675-679",9,8066,0,"10+ years"
9450,9450,0.1212,"36 months","credit_card",0.1174,"illinois","MORTGAGE",4666.67,"690-694",13,17639,2,"10+ years"
10400,10325,0.0766,"36 months","debt_consolidation",0.1302,"california","MORTGAGE",6354,"725-729",10,19656,3,"10+ years"
15875,15818.07,0.1528,"60 months","debt_consolidation",0.221,"california","RENT",3000,"720-724",5,14289,2,"2 years"
18000,18000,0.1212,"60 months","other",0.1489,"virginia","MORTGAGE",8333.33,"730-734",7,4038,0,"5 years"
8000,8000,0.089,"36 months","other",0.0293,"new york","RENT",5000,"710-714",8,5540,0,"2 years"
12000,12000,0.1433,"36 months","moving",0.2006,"new york","RENT",4166.67,"760-764",8,14163,0,"2 years"
20000,12150,0.0654,"60 months","debt_consolidation",0.1236,"new york","OWN",5000,"795-799",9,7960,2,"10+ years"
10000,10000,0.1677,"36 months","debt_consolidation",0.1855,"california","RENT",2916.67,"660-664",9,7565,3,"4 years"
24500,23475,0.1903,"60 months","debt_consolidation",0.2302,"maryland","RENT",4497,"680-684",13,18906,0,"10+ years"
10000,10000,0.1212,"36 months","debt_consolidation",0.1958,"california","RENT",6250,"695-699",17,16348,0,"5 years"
3600,3600,0.079,"36 months","credit_card",0.2621,"ohio","MORTGAGE",4166.67,"735-739",19,25,2,"3 years"
12000,12000,0.1749,"60 months","debt_consolidation",0.0694,"oregon","MORTGAGE",5445,"670-674",8,4904,0,"9 years"
6950,6950,0.1074,"36 months","credit_card",0.2071,"illinois","OWN",4583.33,"685-689",7,18814,0,"10+ years"
8525,8525,0.1016,"36 months","debt_consolidation",0.2614,"montana","MORTGAGE",4583.33,"705-709",8,31398,0,"10+ years"
5000,5000,0.1433,"36 months","credit_card",0.2851,"colorado","RENT",2750,"690-694",14,5957,2,"3 years"
4800,4800,0.1825,"60 months","debt_consolidation",0.1381,"oregon","RENT",3750,"695-699",13,16302,0,"10+ years"
6000,6000,0.1335,"36 months","debt_consolidation",0.2136,"nevada","MORTGAGE",5000,"665-669",11,4363,3,"10+ years"
4000,4000,0.1922,"60 months","small_business",0.0903,"virginia","RENT",3700,"680-684",19,2177,2,"2 years"
14000,14000,0.0603,"36 months","debt_consolidation",0.1467,"california","RENT",7500,"745-749",12,16648,0,"10+ years"
23500,23450,0.1465,"36 months","debt_consolidation",0.1948,"california","RENT",4000,"685-689",7,20542,0,"n/a"
2500,2500,0.1595,"36 months","major_purchase",0.2407,"california","MORTGAGE",1500,"665-669",10,2684,3,"1 year"
2000,2000,0.0617,"36 months","major_purchase",0.0263,"california","RENT",1600,"745-749",9,736,0,"3 years"
24000,23925,0.1629,"60 months","credit_card",0.1177,"new jersey","MORTGAGE",7800,"675-679",11,20676,3,"2 years"
12800,12800,0.1149,"60 months","debt_consolidation",0.0672,"connecticut","MORTGAGE",4166.67,"725-729",7,11992,1,"1 year"
8000,8000,0.079,"36 months","wedding",0.2158,"california","RENT",5166.67,"725-729",5,0,0,"1 year"
3000,3000,0.0999,"36 months","credit_card",0.213,"missouri","OWN",2333.33,"710-714",10,3168,1,"1 year"
7000,7000,0.079,"36 months","credit_card",0.0141,"florida","RENT",12500,"725-729",4,5093,0,"7 years"
18000,17975,0.1348,"36 months","credit_card",0.0624,"illinois","MORTGAGE",8333.33,"690-694",13,14838,0,"10+ years"
9000,5975,0.1411,"36 months","debt_consolidation",0.0821,"california","MORTGAGE",4167,"670-674",7,19696,1,"3 years"
11000,11000,0.1099,"36 months","debt_consolidation",0.0426,"south carolina","MORTGAGE",6666.67,"695-699",11,4124,0,"4 years"
6000,6000,0.079,"36 months","major_purchase",0.1499,"illinois","RENT",4416.67,"720-724",10,2928,0,"2 years"
6500,6475,0.0774,"36 months","debt_consolidation",0.18,"new hampshire","RENT",1500,"785-789",5,2816,0,"2 years"
19500,19500,0.1849,"36 months","credit_card",0.0979,"maryland","RENT",10000,"675-679",16,14957,1,"2 years"
16000,16000,0.1727,"60 months","major_purchase",0.1926,"maryland","RENT",7000,"695-699",7,5231,1,"10+ years"
18000,17950,0.1433,"60 months","debt_consolidation",0.1398,"kansas","MORTGAGE",12916.67,"685-689",11,14890,2,"10+ years"
30000,29975,0.2333,"60 months","debt_consolidation",0.1739,"florida","MORTGAGE",7083.33,"665-669",21,56145,1,"10+ years"
10000,10000,0.1409,"36 months","debt_consolidation",0.0582,"louisiana","RENT",8750,"660-664",14,11394,0,"3 years"
16000,15900,0.1558,"60 months","debt_consolidation",0.1286,"washington","MORTGAGE",5427.42,"700-704",11,19407,1,"5 years"
35000,35000,0.1758,"36 months","debt_consolidation",0.118,"massachusetts","MORTGAGE",13333.33,"690-694",12,21393,1,"10+ years"
8000,8000,0.1372,"36 months","wedding",0.0967,"texas","RENT",7758.33,"665-669",6,12110,1,"2 years"
14500,14500,0.1311,"36 months","debt_consolidation",0.2829,"washington","MORTGAGE",5988.67,"700-704",12,18020,2,"10+ years"
12000,11925,0.1062,"36 months","other",0.1902,"virginia","RENT",5000,"720-724",9,11779,0,"1 year"
4500,4500,0.1343,"36 months","car",0.0123,"california","RENT",11500,"670-674",5,1847,1,"1 year"
16500,16350,0.1183,"36 months","debt_consolidation",0.1744,"texas","RENT",4810.08,"725-729",7,24351,1,"3 years"
10000,10000,0.0991,"36 months","debt_consolidation",0.1432,"minnesota","MORTGAGE",3666.67,"705-709",9,17161,0,"1 year"
35000,35000,0.1905,"60 months","credit_card",0.134,"california","MORTGAGE",9166.67,"690-694",7,26633,0,"1 year"
21000,6165.31,0.1109,"36 months","home_improvement",0.2128,"california","OWN",18333.33,"745-749",31,270800,5,"2 years"
6000,6000,0.079,"36 months","credit_card",0.0931,"texas","OWN",1750,"705-709",14,5056,0,"6 years"
12000,12000,0.1922,"36 months","debt_consolidation",0.1462,"connecticut","OWN",4166.67,"665-669",3,6309,0,"6 years"
12100,12100,0.1689,"36 months","small_business",0.1116,"texas","MORTGAGE",6166.67,"665-669",5,2081,0,"4 years"
25000,25000,0.1409,"36 months","home_improvement",0.0479,"maryland","MORTGAGE",6833.33,"675-679",5,8811,0,"8 years"
16000,15925,0.0603,"36 months","debt_consolidation",0.1448,"california","MORTGAGE",7333.33,"780-784",11,71838,1,"10+ years"
27000,27000,0.1825,"36 months","home_improvement",0.2232,"south carolina","MORTGAGE",8583.33,"690-694",9,6658,1,"8 years"
12250,12250,0.1875,"36 months","debt_consolidation",0.1721,"louisiana","OWN",2916.67,"665-669",7,10523,0,"7 years"
10000,10000,0.1777,"36 months","debt_consolidation",0.226,"arizona","RENT",2500,"665-669",12,12938,2,"4 years"
9175,9175,0.1367,"36 months","credit_card",0.1943,"illinois","MORTGAGE",7083.33,"675-679",8,25639,0,"8 years"
14075,14075,0.1531,"36 months","debt_consolidation",0.257,"virginia","OWN",4000,"680-684",13,11907,2,"5 years"
13100,13100,0.1855,"36 months","debt_consolidation",0.2324,"new york","RENT",7968.75,"660-664",19,19607,1,"10+ years"
14675,14675,0.089,"36 months","debt_consolidation",0.1495,"new york","MORTGAGE",4000,"715-719",6,12764,0,"7 years"
5000,4900,0.1114,"36 months","major_purchase",0.0284,"florida","RENT",3200,"710-714",6,2650,2,"3 years"
18000,18000,0.1311,"36 months","debt_consolidation",0.2654,"oregon","MORTGAGE",4166.67,"670-674",11,16680,0,"10+ years"
12000,12000,0.0762,"36 months","debt_consolidation",0.151,"colorado","RENT",5666.67,"775-779",7,12094,0,"10+ years"
19400,19400,0.1433,"36 months","debt_consolidation",0.1615,"massachusetts","MORTGAGE",4583.33,"680-684",12,12434,0,"7 years"
18000,18000,0.1212,"36 months","debt_consolidation",0.1929,"illinois","RENT",3333.33,"665-669",15,26573,0,"10+ years"
12000,12000,0.1777,"36 months","debt_consolidation",0.0984,"new york","MORTGAGE",7500,"665-669",11,15866,0,"7 years"
8000,8000,0.1311,"36 months","debt_consolidation",0.2611,"minnesota","MORTGAGE",4166.67,"675-679",15,11500,0,"< 1 year"
23750,23750,0.1972,"60 months","debt_consolidation",0.1422,"connecticut","RENT",8333.33,"710-714",12,10549,3,"2 years"
7500,7475,0.1558,"36 months","debt_consolidation",0.1074,"virginia","MORTGAGE",5000,"695-699",8,8257,0,"2 years"
5500,5500,0.1269,"36 months","debt_consolidation",0.2124,"ohio","RENT",1666.67,"680-684",7,5056,1,"< 1 year"
16950,16950,0.1727,"60 months","debt_consolidation",0.2662,"oklahoma","MORTGAGE",3583.33,"710-714",7,12588,3,"10+ years"
3000,2950,0.1114,"36 months","major_purchase",0.2774,"virginia","MORTGAGE",4333.33,"715-719",6,6346,0,"5 years"
1600,1600,0.1349,"36 months","debt_consolidation",0.121,"california","RENT",3200,"670-674",5,1214,0,"6 years"
6000,6000,0.0749,"36 months","home_improvement",0.1466,"north carolina","MORTGAGE",5833.33,"715-719",12,7961,0,"9 years"
7350,7350,0.1212,"36 months","debt_consolidation",0.1985,"california","OWN",3355.05,"695-699",19,11626,3,"10+ years"
12825,12825,0.1777,"36 months","debt_consolidation",0.2441,"california","MORTGAGE",3416.67,"670-674",15,8539,1,"10+ years"
24000,23975,0.21,"60 months","debt_consolidation",0.2369,"oklahoma","MORTGAGE",6500,"685-689",17,36555,3,"6 years"
10000,10000,0.1849,"60 months","debt_consolidation",0.1647,"florida","RENT",4104.67,"695-699",5,7597,0,"5 years"
5500,5500,0.1433,"36 months","debt_consolidation",0.2783,"west virginia","OWN",1541.67,"675-679",5,10481,1,"n/a"
17500,17500,0.1472,"36 months","debt_consolidation",0.093,"california","RENT",9519.75,"695-699",9,31279,0,"10+ years"
10000,10000,0.1311,"36 months","credit_card",0.1901,"ohio","MORTGAGE",7500,"680-684",11,14426,1,"9 years"
20000,16275,0.0617,"36 months","debt_consolidation",0.1227,"maryland","MORTGAGE",8083.33,"770-774",13,29813,1,"10+ years"
11600,11600,0.0699,"36 months","debt_consolidation",0.0862,"california","RENT",5833.33,"735-739",8,2671,1,"< 1 year"
12000,12000,0.1399,"60 months","debt_consolidation",0.1298,"connecticut","RENT",4166.67,"715-719",8,2316,1,"3 years"
13000,6770.1,0.1126,"36 months","small_business",0.1405,"california","MORTGAGE",7666.67,"720-724",8,9551,0,"9 years"
8575,8550,0.1727,"36 months","debt_consolidation",0.0984,"new york","RENT",2500,"665-669",6,8807,2,"7 years"
6100,6100,0.1409,"36 months","credit_card",0.0951,"louisiana","RENT",6666.67,"685-689",10,5665,2,"2 years"
14000,14000,0.1531,"36 months","credit_card",0.1426,"pennsylvania","MORTGAGE",5000,"680-684",5,11249,2,"10+ years"
10500,10500,0.1433,"36 months","debt_consolidation",0.1955,"florida","MORTGAGE",5666.67,"670-674",7,11301,0,"10+ years"
19600,19525,0.2149,"60 months","small_business",0.0976,"california","RENT",4170,"675-679",8,11669,0,"4 years"
15000,15000,0.158,"36 months","credit_card",0.1027,"nevada","RENT",3333.33,"670-674",11,10108,0,"4 years"
8000,8000,0.1727,"36 months","other",0.0528,"arizona","MORTGAGE",5833.33,"725-729",11,12484,1,"10+ years"
20000,20000,0.2149,"36 months","debt_consolidation",0.2747,"texas","MORTGAGE",7750,"660-664",15,26976,0,"2 years"
11000,10969.64,0.1253,"36 months","debt_consolidation",0.1889,"illinois","RENT",3500,"700-704",6,6811,1,"2 years"
6000,5905.66,0.179,"36 months","credit_card",0.066,"michigan","RENT",4166.67,"675-679",5,3433,1,"2 years"
12000,12000,0.1114,"36 months","debt_consolidation",0.0311,"california","MORTGAGE",10833.33,"705-709",12,11941,0,"2 years"
17000,17000,0.1311,"36 months","debt_consolidation",0.1692,"california","RENT",5083.33,"690-694",10,8890,0,"7 years"
6250,6250,0.079,"36 months","debt_consolidation",0.0845,"illinois","RENT",1916.67,"720-724",6,3295,0,"1 year"
27825,27825,0.2376,"60 months","debt_consolidation",0.1286,"california","RENT",6250,"665-669",16,27093,1,"4 years"
30000,30000,0.1531,"36 months","debt_consolidation",0.1542,"new jersey","RENT",8333.33,"680-684",21,29060,1,"8 years"
4200,3969.9,0.1411,"36 months","home_improvement",0.0462,"ohio","MORTGAGE",1558.42,"675-679",6,2255,1,"< 1 year"
3800,3800,0.2198,"36 months","small_business",0.0831,"california","RENT",4333.33,"680-684",6,4843,2,"7 years"
2000,2000,0.1531,"36 months","moving",0.2143,"north carolina","RENT",2766.67,"670-674",5,2162,3,"< 1 year"
6000,6000,0.1409,"36 months","debt_consolidation",0.2425,"arizona","RENT",4000,"680-684",12,24934,1,"10+ years"
21000,21000,0.1905,"60 months","debt_consolidation",0.1624,"texas","RENT",8416.67,"685-689",8,8764,2,"5 years"
2500,2500,0.1349,"36 months","credit_card",0.0624,"new york","RENT",5416.67,"680-684",8,15373,0,"6 years"
2400,2400,0.1677,"36 months","other",0.17,"washington","RENT",2700,"690-694",3,3418,1,"3 years"
13000,13000,0.1074,"36 months","credit_card",0.1546,"california","RENT",2166.67,"720-724",4,11101,0,"3 years"
4800,4800,0.1465,"36 months","credit_card",0.139,"hawaii","RENT",5000,"665-669",8,7391,0,"2 years"
17475,17475,0.0991,"36 months","credit_card",0.1776,"new jersey","RENT",3333.33,"730-734",15,17261,1,"2 years"
16450,16400,0.2197,"60 months","debt_consolidation",0.2559,"pennsylvania","MORTGAGE",2833.33,"670-674",23,12670,2,"5 years"
14000,14000,0.1465,"36 months","debt_consolidation",0.0347,"california","MORTGAGE",8750,"680-684",6,9035,1,"10+ years"
2500,2500,0.1727,"36 months","other",0.1134,"ohio","MORTGAGE",5833.33,"665-669",8,14122,0,"8 years"
8000,8000,0.1849,"36 months","debt_consolidation",0.1445,"virginia","RENT",4166.67,"660-664",10,9425,2,"4 years"
5000,5000,0.1253,"36 months","debt_consolidation",0.2149,"florida","RENT",3108.33,"705-709",8,0,0,"2 years"
15000,15000,0.1311,"36 months","debt_consolidation",0.1278,"massachusetts","RENT",9000,"690-694",19,11016,0,"< 1 year"
25000,24814.89,0.1269,"60 months","wedding",0.0383,"new york","MORTGAGE",22916.67,"720-724",13,34069,0,"10+ years"
3000,2975,0.089,"36 months","debt_consolidation",0.32,"florida","RENT",1000,"700-704",7,9730,0,"n/a"
6000,6000,0.079,"36 months","credit_card",0.3364,"wisconsin","RENT",4116.67,"705-709",16,33746,0,"1 year"
7800,7800,0.1065,"36 months","debt_consolidation",0.0715,"colorado","MORTGAGE",4000,"720-724",6,11063,2,"9 years"
25000,25000,0.079,"36 months","debt_consolidation",0.1866,"michigan","MORTGAGE",7083.33,"710-714",17,47504,0,"9 years"
18500,3100,0.1533,"36 months","credit_card",0.0524,"new york","RENT",7500,"660-664",8,22379,0,"1 year"
12000,12000,0.1299,"60 months","home_improvement",0.1667,"georgia","MORTGAGE",9166.67,"710-714",11,25165,0,"2 years"
5000,5000,0.1599,"36 months","debt_consolidation",0.0526,"alabama","MORTGAGE",2416.67,"665-669",5,1620,0,"6 years"
2500,2500,0.1059,"60 months","other",0.0215,"maryland","OWN",3958,"745-749",4,3417,0,"2 years"
16000,16000,0.1629,"60 months","debt_consolidation",0.0576,"north carolina","MORTGAGE",5083.33,"710-714",7,8729,1,"10+ years"
25000,25000,0.1531,"60 months","debt_consolidation",0.0398,"new york","RENT",5666.67,"745-749",6,11079,0,"3 years"
2000,2000,0.1689,"36 months","other",0.1191,"arkansas","RENT",3400,"660-664",3,747,3,"10+ years"
2200,2200,0.1016,"36 months","major_purchase",0.2415,"georgia","MORTGAGE",3400,"730-734",6,1453,0,"5 years"
14000,13825,0.1025,"36 months","debt_consolidation",0.0926,"georgia","MORTGAGE",8333.33,"730-734",8,40267,1,"10+ years"
3000,3000,0.1311,"36 months","debt_consolidation",0.3221,"south dakota","MORTGAGE",2583.33,"670-674",13,6683,0,"1 year"
11425,11400,0.0991,"36 months","debt_consolidation",0.1947,"florida","MORTGAGE",4750,"730-734",9,6359,3,"8 years"
17325,17325,0.1727,"60 months","debt_consolidation",0.3024,"california","RENT",3750,"705-709",13,31362,1,"9 years"
5425,5425,0.0849,"36 months","debt_consolidation",0.2116,"west virginia","MORTGAGE",6333.33,"730-734",21,25996,3,"10+ years"
20000,20000,0.2278,"60 months","debt_consolidation",0.0163,"california","RENT",12500,"665-669",5,5407,0,"5 years"
3300,3300,0.1171,"36 months","car",0.0416,"florida","RENT",3730,"700-704",7,3675,1,"1 year"
2000,2000,0.1727,"36 months","home_improvement",0.2051,"georgia","MORTGAGE",3750,"670-674",10,1371,1,"7 years"
26500,26500,0.1311,"36 months","home_improvement",0.1399,"california","RENT",5833.33,"745-749",8,64504,2,"5 years"
17975,17975,0.1855,"36 months","debt_consolidation",0.1855,"florida","RENT",4833.33,"670-674",10,17448,0,"7 years"
15000,14925.21,0.1347,"36 months","debt_consolidation",0.1406,"new york","RENT",4458.33,"700-704",15,7701,1,"6 years"
16400,16350,0.1399,"60 months","debt_consolidation",0.236,"florida","RENT",3500,"725-729",11,16693,1,"5 years"
13500,13500,0.1399,"60 months","debt_consolidation",0.1259,"oregon","MORTGAGE",8833.33,"700-704",11,18978,0,"2 years"
12000,12000,0.1527,"36 months","debt_consolidation",0.039,"arizona","RENT",7083.33,"670-674",7,6040,1,"2 years"
16750,16750,0.2148,"60 months","debt_consolidation",0.2188,"hawaii","RENT",2833.33,"665-669",12,7903,0,"3 years"
8000,8000,0.1218,"36 months","major_purchase",0.0124,"massachusetts","RENT",1125,"745-749",2,707,0,"2 years"
10000,10000,0.0976,"36 months","debt_consolidation",0.1408,"louisiana","MORTGAGE",5416.67,"710-714",8,10560,0,"3 years"
10000,10000,0.1521,"36 months","debt_consolidation",0.1093,"california","RENT",7083,"670-674",13,11890,0,"3 years"
5525,5525,0.1385,"36 months","credit_card",0.2103,"california","MORTGAGE",6620,"720-724",8,37573,2,"10+ years"
17200,17200,0.1969,"60 months","home_improvement",0.0995,"colorado","RENT",3666.67,"705-709",4,2117,3,"2 years"
19600,19575,0.1629,"36 months","other",0.2938,"new york","RENT",4166.67,"680-684",17,22053,1,"3 years"
4000,4000,0.1148,"36 months","debt_consolidation",0.2293,"texas","MORTGAGE",3833.33,"715-719",9,0,0,"2 years"
13000,13000,0.1311,"36 months","debt_consolidation",0.1058,"new hampshire","RENT",5000,"735-739",3,11090,1,"1 year"
8000,7850,0.0963,"36 months","house",0.0024,"kansas","RENT",4250,"790-794",4,132,3,"5 years"
25000,5640.7,0.1008,"36 months","home_improvement",0.1042,"massachusetts","MORTGAGE",7916.67,"755-759",23,16386,0,"4 years"
20000,19900,0.1025,"36 months","wedding",0.1135,"new york","RENT",7083.33,"750-754",14,18196,0,"3 years"
27575,27575,0.1727,"60 months","debt_consolidation",0.1828,"washington","MORTGAGE",7833.33,"680-684",20,28055,2,"7 years"
24000,24000,0.1433,"36 months","debt_consolidation",0.1586,"california","MORTGAGE",7500,"670-674",5,2426,0,"10+ years"
7000,7000,0.1849,"36 months","wedding",0.1592,"illinois","RENT",5000,"660-664",11,13665,1,"5 years"
12000,11975,0.1677,"60 months","debt_consolidation",0.1071,"maryland","MORTGAGE",3500,"685-689",6,26874,0,"10+ years"
